product_id,store_id,order_date,selling_price,customer_id,order_id
P0218,S0126,2022-03-19,2851,123559026,1111166096
P0071,S0062,2021-01-11,1876,123539124,1111137918
P0148,S0091,2024-09-01,3698,123550164,1111126730
P0699,S0072,2024-12-16,3706,123532158,1111145075
P0353,S0104,2022-09-11,3614,123530438,1111121804
P0114,S0045,2021-06-18,1455,123538214,1111135072
P0227,S0138,2024-01-16,1691,123506427,1111171115
P0714,S0025,2021-08-27,3889,123517264,1111167429
P0587,S0125,2023-01-29,1922,123558356,1111186733
P0553,S0026,2023-06-24,3937,123457026,1111160546
P0499,S0002,2023-06-12,574,123532778,1111180663
P0067,S0085,2023-02-07,4797,123476577,1111180946
P0316,S0031,2024-08-26,2336,123519959,1111125530
P0318,S0026,2022-01-10,1326,123564551,1111160448
P0186,S0126,2024-05-22,1605,123511353,1111161775
P0537,S0132,2024-02-02,1789,123563103,1111177087
P0372,S0110,2022-02-15,1192,123501473,1111114312
P0211,S0096,2021-10-10,331,123510260,1111124335
P0543,S0018,2023-06-08,4236,123511100,1111175579
P0487,S0020,2021-10-10,4337,123557027,1111144211
P0287,S0091,2024-01-19,2281,123502925,1111161302
P0420,S0091,2023-11-27,2048,123473368,1111178369
P0330,S0078,2023-04-21,4587,123522340,1111177168
P0090,S0021,2022-04-30,3578,123480715,1111129236
P0035,S0098,2022-06-12,3913,123526685,1111186278
P0587,S0123,2022-04-15,409,123515287,1111148292
P0116,S0132,2023-07-05,1893,123495740,1111120912
P0055,S0130,2024-01-21,1316,123509822,1111119495
P0147,S0040,2024-07-05,4989,123506896,1111127396
P0169,S0056,2021-08-10,2114,123459089,1111152874
P0458,S0101,2023-09-07,552,123458788,1111136660
P0210,S0109,2023-09-16,3797,123470402,1111146011
P0035,S0095,2021-09-12,3433,123519067,1111148022
P0348,S0018,2021-08-15,3095,123523292,1111156797
P0083,S0111,2023-11-18,892,123500291,1111126959
P0141,S0042,2023-05-11,629,123482038,1111126552
P0287,S0023,2023-11-18,2247,123526051,1111123491
P0394,S0014,2021-01-25,2411,123515523,1111142330
P0658,S0062,2021-01-28,3243,123473554,1111175390
P0328,S0037,2024-05-23,2467,123529289,1111187745
P0696,S0097,2022-08-31,1863,123539428,1111172617
P0436,S0047,2023-08-04,4980,123547210,1111184143
P0660,S0095,2023-07-30,3106,123506575,1111114859
P0685,S0002,2023-12-13,4260,123564916,1111133614
P0277,S0003,2021-02-07,559,123549233,1111144201
P0386,S0085,2024-08-22,1254,123526335,1111149804
P0690,S0098,2021-03-20,455,123521713,1111118642
P0260,S0087,2021-09-18,415,123460119,1111113146
P0666,S0020,2021-03-05,1870,123530371,1111123987
P0382,S0026,2021-11-06,596,123508332,1111131346
P0664,S0078,2021-09-12,4954,123460085,1111155205
P0694,S0143,2022-05-05,2124,123516786,1111119779
P0333,S0028,2022-03-22,2377,123556497,1111118675
P0103,S0092,2021-09-09,3265,123477022,1111180649
P0140,S0020,2021-05-02,1536,123559517,1111161350
P0527,S0097,2021-04-06,2031,123558658,1111122910
P0506,S0063,2021-03-21,4427,123564153,1111139641
P0117,S0126,2024-01-12,2292,123485670,1111133792
P0212,S0102,2021-05-20,4962,123498751,1111134725
P0209,S0069,2023-04-10,3941,123551617,1111148743
P0436,S0110,2022-11-15,156,123553277,1111136877
P0386,S0048,2023-08-11,2985,123467569,1111128847
P0355,S0001,2022-09-09,336,123485768,1111127713
P0372,S0090,2022-02-20,4839,123534020,1111126223
P0619,S0066,2023-06-01,967,123522120,1111131015
P0102,S0038,2022-11-02,4730,123523494,1111175494
P0204,S0031,2023-02-03,2713,123494060,1111178868
P0215,S0028,2021-10-04,4730,123520710,1111134878
P0504,S0042,2023-11-05,2460,123484234,1111131601
P0490,S0050,2022-05-17,2991,123510740,1111134821
P0747,S0028,2022-01-13,3927,123462139,1111154674
P0304,S0097,2022-10-30,2696,123477590,1111149783
P0327,S0107,2022-11-07,3166,123566216,1111139276
P0297,S0122,2023-06-10,2778,123500089,1111127530
P0572,S0087,2024-12-27,3283,123511090,1111150650
P0333,S0094,2022-08-26,340,123484752,1111115316
P0100,S0002,2021-06-29,4135,123525515,1111143617
P0321,S0049,2023-06-05,3587,123469688,1111179488
P0536,S0048,2024-09-14,4793,123481938,1111152150
P0090,S0141,2021-07-04,196,123457357,1111130628
P0087,S0042,2024-01-28,2583,123474617,1111140009
P0311,S0008,2024-05-11,3954,123495553,1111111296
P0408,S0040,2024-03-21,1082,123560931,1111179041
P0730,S0094,2022-05-24,2493,123497551,1111156449
P0050,S0055,2024-07-10,1746,123481891,1111180684
P0364,S0031,2022-01-20,3576,123476322,1111135140
P0606,S0085,2023-04-07,177,123516043,1111153959
P0100,S0088,2022-02-13,2526,123549076,1111172048
P0671,S0043,2022-11-23,2082,123531874,1111178893
P0286,S0066,2023-11-25,4157,123543625,1111168383
P0639,S0020,2022-01-28,1224,123564370,1111153518
P0420,S0038,2024-09-02,848,123522424,1111115193
P0238,S0096,2022-11-15,2757,123541584,1111170021
P0156,S0117,2022-04-17,1721,123542676,1111140028
P0635,S0062,2021-08-15,2404,123502176,1111131099
P0698,S0085,2024-02-05,2658,123474787,1111133981
P0729,S0031,2024-02-20,2393,123525312,1111146330
P0441,S0005,2021-08-11,3215,123531207,1111154415
P0373,S0091,2022-03-18,2225,123468974,1111182987
P0055,S0118,2024-09-08,1537,123524529,1111163435
P0506,S0066,2024-12-10,1520,123473126,1111147370
P0156,S0096,2023-10-09,582,123557272,1111137356
P0527,S0027,2023-08-17,3164,123564124,1111121438
P0735,S0125,2024-09-30,811,123520784,1111174726
P0565,S0131,2021-06-12,1895,123476968,1111176010
P0565,S0129,2021-03-18,3039,123478894,1111161644
P0629,S0035,2022-12-31,2098,123513755,1111163876
P0651,S0132,2021-12-13,4598,123512685,1111182018
P0450,S0090,2021-01-05,2737,123552929,1111153287
P0483,S0123,2024-05-22,827,123567359,1111149896
P0435,S0123,2023-02-16,2042,123462516,1111180729
P0417,S0094,2022-10-09,4124,123550571,1111138640
P0665,S0072,2024-12-03,3368,123560529,1111186184
P0461,S0055,2022-09-15,2262,123540284,1111157438
P0144,S0056,2021-08-01,2667,123501295,1111121932
P0571,S0008,2023-08-02,3367,123509218,1111120003
P0234,S0028,2022-07-09,1643,123510880,1111147655
P0055,S0034,2021-03-03,3691,123488067,1111133236
P0333,S0004,2022-06-24,1820,123548928,1111156504
P0456,S0023,2023-05-31,2757,123521831,1111113156
P0707,S0051,2022-10-07,1438,123516587,1111183819
P0311,S0055,2024-10-11,705,123462182,1111182566
P0125,S0086,2023-10-18,3557,123489605,1111134198
P0198,S0087,2021-10-27,1416,123534791,1111117580
P0509,S0051,2021-06-14,852,123490210,1111167950
P0556,S0066,2024-06-30,3480,123554422,1111168731
P0167,S0090,2022-10-08,2717,123544095,1111144820
P0481,S0048,2024-03-10,2422,123457435,1111177058
P0664,S0121,2023-10-13,1914,123508030,1111142729
P0171,S0064,2021-03-16,2822,123463991,1111127460
P0506,S0055,2024-01-12,2938,123501137,1111163105
P0138,S0082,2024-08-10,436,123536646,1111134451
P0333,S0034,2024-06-19,4086,123538545,1111169976
P0293,S0048,2021-06-04,459,123554127,1111172979
P0171,S0074,2023-03-06,2954,123477842,1111121334
P0328,S0138,2024-01-02,4103,123531292,1111184477
P0270,S0131,2022-07-05,3201,123489664,1111183750
P0114,S0138,2023-04-13,3395,123495793,1111183707
P0370,S0085,2023-03-27,4860,123530579,1111123200
P0261,S0110,2022-04-05,3114,123535852,1111179330
P0067,S0038,2021-04-23,1164,123498322,1111111454
P0187,S0104,2021-10-13,3951,123538529,1111157983
P0351,S0110,2022-08-30,1863,123564344,1111162519
P0296,S0104,2023-05-11,1064,123544267,1111179222
P0336,S0049,2022-08-26,2156,123505057,1111117643
P0406,S0045,2023-07-14,2300,123506510,1111151722
P0702,S0126,2022-08-04,982,123460995,1111187878
P0694,S0105,2023-02-25,1988,123543434,1111160313
P0408,S0056,2024-04-22,313,123503480,1111146998
P0520,S0031,2023-07-01,2125,123540605,1111130211
P0590,S0019,2021-06-24,3171,123505348,1111122298
P0364,S0088,2021-12-06,709,123516318,1111146584
P0377,S0009,2021-02-16,2088,123462939,1111152555
P0500,S0012,2024-03-31,715,123495328,1111130136
P0039,S0095,2022-06-02,1689,123530317,1111151373
P0642,S0054,2022-06-06,3015,123557217,1111176433
P0277,S0135,2021-10-13,1993,123542751,1111151399
P0712,S0126,2022-10-24,2725,123555359,1111124656
P0376,S0020,2024-04-14,4188,123479726,1111139898
P0451,S0102,2023-06-07,4875,123561778,1111180176
P0438,S0070,2022-07-15,2137,123555612,1111120345
P0055,S0036,2024-09-14,3992,123499430,1111123847
P0662,S0008,2022-01-03,100,123513396,1111114357
P0206,S0096,2023-02-08,2979,123551566,1111128610
P0527,S0091,2021-03-15,2805,123554485,1111162315
P0587,S0002,2024-10-28,1033,123567500,1111141358
P0088,S0074,2022-08-29,3548,123516790,1111160724
P0454,S0109,2023-04-10,430,123548498,1111138482
P0206,S0026,2021-07-27,2323,123528829,1111134968
P0463,S0082,2024-04-09,761,123529751,1111186576
P0709,S0056,2021-10-20,2046,123505839,1111180352
P0518,S0038,2022-08-14,2818,123536217,1111149671
P0499,S0067,2023-08-01,3968,123507730,1111122520
P0195,S0110,2023-01-18,2881,123462170,1111128371
P0421,S0008,2024-05-14,3226,123493382,1111158142
P0504,S0113,2023-02-17,1357,123488677,1111133526
P0261,S0033,2021-06-22,3071,123458831,1111137370
P0694,S0097,2023-04-14,273,123463045,1111164249
P0635,S0025,2023-08-25,315,123475629,1111166801
P0325,S0110,2021-12-05,380,123510939,1111129352
P0611,S0001,2022-07-24,4481,123500011,1111121410
P0131,S0058,2023-12-26,4377,123523716,1111121915
P0639,S0043,2022-03-14,1597,123503889,1111117010
P0238,S0130,2022-08-20,4671,123557243,1111141462
P0114,S0071,2022-08-24,1610,123540100,1111149316
P0657,S0108,2024-07-17,2788,123458244,1111115474
P0125,S0036,2023-03-11,3776,123550818,1111182696
P0350,S0138,2023-05-06,3209,123558935,1111157605
P0304,S0036,2022-07-03,4964,123541230,1111132225
P0348,S0101,2021-04-06,2158,123490430,1111145834
P0129,S0065,2023-09-08,3692,123523330,1111113136
P0324,S0142,2021-04-23,3700,123472104,1111147671
P0364,S0108,2024-08-15,1928,123546378,1111163130
P0702,S0144,2023-05-21,2230,123464617,1111160220
P0569,S0074,2021-02-05,1867,123467588,1111115721
P0504,S0126,2023-02-21,2598,123527983,1111124506
P0051,S0087,2023-05-28,2615,123529031,1111121733
P0088,S0040,2023-08-18,3800,123551123,1111160696
P0087,S0115,2024-09-29,2145,123523919,1111181211
P0325,S0137,2023-06-08,4367,123529553,1111127134
P0261,S0138,2021-08-11,1561,123481399,1111169584
P0362,S0095,2021-05-06,1818,123519310,1111142164
P0512,S0058,2024-01-16,3833,123550009,1111155657
P0559,S0034,2022-02-21,471,123473649,1111179060
P0527,S0029,2022-10-05,3834,123487147,1111122276
P0442,S0051,2024-06-04,4163,123563819,1111159546
P0059,S0072,2022-10-09,920,123548929,1111137838
P0590,S0070,2022-07-23,1503,123506314,1111178598
P0571,S0048,2022-11-17,986,123489106,1111170369
P0220,S0085,2022-01-27,3135,123510816,1111112606
P0212,S0020,2023-12-28,4418,123535317,1111184795
P0425,S0031,2024-11-15,1545,123535597,1111115938
P0549,S0072,2024-10-22,4386,123489241,1111187689
P0269,S0077,2022-05-22,3262,123520456,1111151174
P0738,S0090,2022-12-02,2049,123488458,1111172208
P0211,S0013,2023-08-23,4616,123525862,1111114564
P0377,S0102,2023-11-19,4047,123547979,1111132995
P0350,S0110,2024-06-02,1474,123474329,1111124423
P0083,S0141,2022-12-17,1299,123491638,1111131363
P0195,S0040,2022-02-04,3569,123490795,1111152692
P0536,S0030,2022-02-19,3486,123552798,1111167015
P0169,S0102,2023-04-15,1381,123556199,1111181503
P0615,S0097,2021-04-30,1259,123525295,1111135501
P0663,S0005,2021-04-16,1211,123508024,1111186272
P0566,S0008,2022-09-30,3048,123531469,1111133462
P0100,S0108,2022-11-18,811,123466504,1111140230
P0206,S0086,2021-01-05,3224,123528585,1111156363
P0227,S0097,2022-09-03,3327,123475740,1111187250
P0652,S0083,2021-02-06,782,123495641,1111115118
P0054,S0048,2024-03-11,2118,123468639,1111132377
P0225,S0058,2021-11-19,4606,123462575,1111112543
P0283,S0122,2022-01-17,1467,123552087,1111148715
P0689,S0051,2024-08-26,3718,123492246,1111139101
P0108,S0126,2022-03-20,1577,123529575,1111128046
P0169,S0142,2021-10-05,2596,123512288,1111132544
P0286,S0124,2024-05-21,742,123490259,1111137113
P0421,S0030,2024-12-08,4148,123511878,1111171249
P0569,S0024,2023-02-02,2512,123555716,1111133595
P0017,S0075,2021-08-04,3393,123468099,1111118620
P0741,S0095,2024-04-20,3665,123548694,1111140141
P0090,S0003,2021-11-09,2477,123548210,1111111861
P0654,S0023,2021-07-02,3743,123560433,1111112845
P0156,S0103,2023-05-03,3240,123543054,1111151256
P0399,S0126,2023-06-08,3287,123465257,1111179409
P0394,S0004,2022-04-09,3768,123472430,1111136733
P0459,S0051,2021-04-14,943,123528805,1111132772
P0671,S0108,2022-03-02,3702,123525491,1111112209
P0091,S0144,2021-01-02,4188,123559034,1111162151
P0390,S0098,2022-07-08,4944,123497253,1111171819
P0665,S0083,2023-09-24,2110,123537167,1111157461
P0055,S0025,2024-07-04,4324,123459748,1111186992
P0655,S0131,2021-06-18,3352,123460145,1111181845
P0333,S0063,2022-07-24,2534,123486945,1111144934
P0266,S0040,2022-03-26,641,123547572,1111177653
P0664,S0070,2021-07-22,742,123487525,1111125899
P0454,S0142,2024-10-13,1734,123480086,1111155286
P0747,S0001,2023-12-29,3490,123543863,1111184951
P0699,S0102,2022-01-28,170,123552403,1111150336
P0260,S0065,2021-10-22,1038,123515095,1111111233
P0693,S0038,2022-03-01,1004,123539628,1111147383
P0197,S0104,2023-04-20,3759,123486101,1111117915
P0078,S0066,2021-10-10,3696,123479147,1111151907
P0261,S0129,2021-10-28,4294,123505072,1111169641
P0716,S0066,2024-09-11,3740,123497933,1111150165
P0563,S0040,2023-11-18,2862,123537816,1111181633
P0364,S0006,2021-07-13,831,123567054,1111149703
P0446,S0038,2022-04-04,3547,123460337,1111124622
P0425,S0137,2022-08-10,3006,123536442,1111121597
P0108,S0083,2021-01-18,1924,123502130,1111136978
P0018,S0104,2023-06-20,417,123522616,1111186155
P0280,S0082,2021-06-04,702,123485632,1111144455
P0691,S0049,2022-09-01,3991,123552952,1111131759
P0652,S0026,2023-11-27,3623,123533337,1111121608
P0070,S0110,2023-03-13,2058,123533648,1111133071
P0263,S0001,2021-05-21,4721,123541773,1111169885
P0716,S0023,2024-04-03,4386,123556841,1111140888
P0587,S0082,2024-06-17,2733,123510707,1111129934
P0668,S0001,2024-09-04,3031,123552399,1111184952
P0548,S0106,2024-07-13,2355,123472112,1111145433
P0421,S0087,2024-03-28,1296,123480716,1111150506
P0140,S0106,2023-01-22,268,123524142,1111111567
P0333,S0070,2022-07-28,500,123562890,1111124422
P0296,S0038,2022-01-30,1569,123555532,1111129358
P0551,S0078,2022-05-19,2149,123499133,1111134537
P0177,S0046,2024-11-01,3225,123531740,1111170602
P0735,S0004,2021-01-29,3643,123527563,1111114363
P0689,S0049,2024-09-14,2664,123470978,1111174798
P0747,S0099,2023-08-28,3066,123564596,1111158301
P0695,S0097,2021-08-28,715,123531748,1111145577
P0665,S0003,2023-03-06,4341,123560064,1111115007
P0260,S0053,2022-07-09,723,123527627,1111117591
P0260,S0081,2021-01-30,1014,123467305,1111135745
P0196,S0072,2021-02-28,4853,123541108,1111135805
P0017,S0089,2024-06-20,4386,123563949,1111137543
P0663,S0067,2023-01-29,4443,123565038,1111166236
P0614,S0100,2023-12-15,2535,123549130,1111113382
P0426,S0038,2021-12-27,3303,123458588,1111156471
P0721,S0008,2024-04-27,2032,123481354,1111150780
P0261,S0052,2021-07-26,1199,123497855,1111167481
P0223,S0040,2024-08-10,4537,123559297,1111180146
P0689,S0108,2021-02-04,3051,123538212,1111114797
P0712,S0133,2022-11-04,3546,123506323,1111185661
P0709,S0064,2023-08-05,3017,123466998,1111156179
P0148,S0049,2022-07-17,1746,123478793,1111132524
P0724,S0028,2022-04-11,4626,123529671,1111173478
P0238,S0046,2022-07-11,738,123466313,1111167132
P0089,S0002,2024-07-26,3031,123545493,1111176338
P0260,S0051,2023-03-02,849,123539306,1111182342
P0350,S0104,2021-02-01,1307,123528685,1111142250
P0197,S0056,2022-10-16,949,123543239,1111159986
P0078,S0108,2021-01-15,4901,123503453,1111141291
P0204,S0033,2022-07-19,2669,123493828,1111113090
P0476,S0066,2021-02-25,3618,123475576,1111123579
P0664,S0135,2021-06-21,1095,123458957,1111118873
P0116,S0117,2024-08-06,297,123548849,1111115230
P0184,S0043,2022-11-11,2135,123468938,1111168689
P0390,S0077,2021-03-05,1853,123460101,1111148174
P0453,S0040,2021-03-18,3517,123491737,1111119370
P0660,S0051,2023-10-13,3982,123460042,1111135120
P0063,S0108,2024-11-19,4795,123460950,1111181214
P0683,S0031,2022-01-14,264,123472458,1111179122
P0090,S0116,2024-05-10,873,123565587,1111182224
P0221,S0013,2024-10-25,2703,123489300,1111183553
P0639,S0118,2022-12-06,3519,123515909,1111139187
P0598,S0026,2021-09-18,3827,123510450,1111182548
P0611,S0056,2024-02-11,2625,123543613,1111165977
P0639,S0010,2021-02-23,4396,123478537,1111163268
P0116,S0137,2022-01-14,1380,123558827,1111148870
P0219,S0087,2022-01-20,2353,123533927,1111131525
P0426,S0131,2022-08-24,160,123480944,1111180852
P0012,S0038,2021-07-12,927,123486870,1111181644
P0227,S0084,2023-12-09,3136,123495805,1111143057
P0543,S0049,2023-05-07,4404,123510838,1111121266
P0676,S0008,2021-12-11,888,123524019,1111184431
P0226,S0125,2024-06-05,4570,123457413,1111128177
P0733,S0056,2023-10-15,2893,123533445,1111182570
P0639,S0062,2024-11-01,1857,123469548,1111179459
P0103,S0107,2023-08-19,569,123482819,1111163205
P0058,S0052,2021-06-29,2023,123486700,1111167899
P0549,S0129,2022-01-23,4839,123473911,1111155842
P0466,S0043,2024-10-26,410,123563681,1111124880
P0223,S0131,2022-06-09,2813,123509114,1111139392
P0611,S0059,2021-07-31,3285,123472051,1111133626
P0220,S0139,2023-10-30,3868,123505101,1111115779
P0318,S0053,2021-05-31,2873,123473689,1111155449
P0051,S0141,2024-05-12,3520,123557485,1111156704
P0015,S0043,2021-09-09,4054,123506827,1111151628
P0490,S0084,2022-06-08,3686,123527380,1111132117
